tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,Player1_entry,Player1_name,Player1_hand,Player1_ht,Player1_ioc,Player1_age,score,best_of,round,minutes,Player2_id,Player2_seed,Player2_entry,Player2_name,Player2_hand,Player2_ht,Player2_ioc,Player2_age,Player1_id,Player1_seed,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,Player2_rank,Player2_rank_points,Player1_rank,Player1_rank_points,Player2_streak,Player2_max_streak,y
2022-520,Roland Garros,Clay,128,G,20220523,203,,Sebastian Korda,R,196.0,USA,21.8,6-4 6-4 6-2,5,R32,129.0,207989,6,,Carlos Alcaraz,R,185.0,ESP,19.0,200624,27,1.0,1.0,81.0,51.0,39.0,21.0,14.0,5.0,5.0,9.0,3.0,96.0,57.0,41.0,17.0,14.0,11.0,15.0,6.0,4648.0,30.0,1326.0,3,15,0
2020-520,Roland Garros,Clay,128,G,20200928,1228,Q,Benjamin Bonzi,R,185.0,FRA,24.3,6-2 6-4 6-4,5,R64,115.0,206173,,,Jannik Sinner,R,188.0,ITA,19.1,126127,,3.0,2.0,93.0,63.0,41.0,19.0,14.0,3.0,5.0,0.0,2.0,85.0,48.0,28.0,17.0,14.0,7.0,13.0,75.0,788.0,227.0,239.0,3,19,0
2022-0506,Buenos Aires,Clay,32,A,20220207,295,PR,Fernando Verdasco,L,188.0,ESP,38.2,6-4 7-6(4),3,QF,124.0,132283,3,,Lorenzo Sonego,R,191.0,ITA,26.7,104269,,0.0,2.0,82.0,61.0,39.0,11.0,11.0,4.0,6.0,0.0,5.0,76.0,53.0,36.0,6.0,11.0,4.0,7.0,22.0,1962.0,201.0,325.0,0,5,0
2023-0352,Paris Masters,Hard,64,M,20231030,241,,Max Purcell,R,185.0,AUS,25.5,6-4 6-4,3,R64,87.0,111575,16,,Karen Khachanov,R,198.0,RUS,27.4,126845,,5.0,5.0,58.0,36.0,27.0,12.0,10.0,1.0,2.0,9.0,5.0,64.0,35.0,27.0,11.0,10.0,4.0,7.0,15.0,2385.0,43.0,1022.0,2,6,1
2023-540,Wimbledon,Grass,128,G,20230703,138,,Alex Molcan,L,178.0,SVK,25.5,6-3 6-3 6-4,5,R128,104.0,144707,,,Mikael Ymer,R,183.0,SWE,24.8,144684,,5.0,1.0,75.0,54.0,44.0,13.0,14.0,0.0,0.0,2.0,6.0,98.0,65.0,43.0,14.0,14.0,10.0,14.0,59.0,831.0,83.0,721.0,2,5,1
2021-0439,Umag,Clay,32,A,20210719,284,Q,Andrea Collarini,L,185.0,ARG,29.4,6-3 6-2,3,R32,72.0,207213,,WC,Duje Ajdukovic,R,185.0,CRO,20.4,105911,,3.0,0.0,46.0,27.0,18.0,10.0,9.0,0.0,2.0,0.0,2.0,47.0,34.0,17.0,5.0,8.0,3.0,8.0,275.0,216.0,210.0,339.0,0,1,0
2021-0316,Bastad,Clay,32,A,20210712,298,,Yannick Hanfmann,R,193.0,GER,29.6,6-2 6-1,3,SF,71.0,105948,,,Federico Coria,R,180.0,ARG,29.3,105870,,2.0,1.0,39.0,26.0,20.0,9.0,7.0,0.0,0.0,2.0,1.0,54.0,24.0,14.0,11.0,8.0,4.0,9.0,77.0,933.0,107.0,747.0,0,4,0
2021-9428,Murray River Open,Hard,64,A,20210201,239,,Taro Daniel,R,191.0,JPN,28.0,5-7 6-4 7-5,3,R64,147.0,106302,,WC,Andrew Harris,R,183.0,AUS,26.9,106121,,4.0,2.0,95.0,67.0,48.0,14.0,17.0,1.0,5.0,13.0,3.0,101.0,63.0,45.0,19.0,17.0,7.0,12.0,232.0,251.0,117.0,591.0,0,1,0
2021-0311,Queen's Club,Grass,32,A,20210614,297,,Daniel Evans,R,175.0,GBR,31.0,7-6(5) 6-3,3,QF,99.0,126610,1,,Matteo Berrettini,R,196.0,ITA,25.1,105554,6,13.0,2.0,70.0,47.0,38.0,14.0,11.0,2.0,2.0,3.0,3.0,65.0,37.0,25.0,18.0,10.0,8.0,9.0,9.0,4103.0,25.0,2106.0,0,11,0
2023-0328,Basel,Hard,32,A,20231023,286,,Miomir Kecmanovic,R,183.0,SRB,24.1,1-6 7-5 6-3,3,R32,120.0,208029,1,,Holger Rune,R,185.0,DEN,20.4,200175,,3.0,4.0,77.0,43.0,30.0,20.0,14.0,0.0,3.0,3.0,0.0,91.0,58.0,41.0,16.0,14.0,6.0,9.0,6.0,4400.0,55.0,930.0,1,10,1
2022-9667,Adelaide 2,Hard,32,A,20220110,291,,Gianluca Mager,R,185.0,ITA,27.1,7-5 6-3,3,R16,70.0,111575,3,,Karen Khachanov,R,198.0,RUS,25.6,126149,,13.0,1.0,53.0,34.0,32.0,12.0,11.0,0.0,0.0,6.0,1.0,57.0,40.0,26.0,11.0,10.0,2.0,4.0,30.0,1726.0,63.0,982.0,2,6,0
2024-0496,Marseille,Hard,32,A,20240205,292,,Lorenzo Musetti,R,185.0,ITA,21.9,6-3 6-2,3,R16,83.0,207830,,,Tomas Machac,R,183.0,CZE,23.3,207518,6,6.0,1.0,66.0,45.0,29.0,12.0,9.0,5.0,6.0,2.0,0.0,46.0,28.0,17.0,7.0,8.0,1.0,5.0,66.0,838.0,27.0,1480.0,4,5,1
2020-0414,Hamburg,Clay,32,A,20200921,291,SE,Dominik Koepfer,L,180.0,GER,26.3,6-3 3-6 6-3,3,R16,124.0,105138,4,,Roberto Bautista Agut,R,183.0,ESP,32.4,136440,,2.0,2.0,83.0,57.0,32.0,14.0,14.0,3.0,9.0,4.0,3.0,84.0,59.0,32.0,9.0,13.0,10.0,17.0,11.0,2620.0,66.0,849.0,1,8,0
2021-0500,Halle,Grass,32,A,20210614,270,LL,Yannick Hanfmann,R,193.0,GER,29.5,7-5 6-3,3,R32,80.0,126239,,Q,Arthur Rinderknech,R,196.0,FRA,25.8,105870,,10.0,4.0,65.0,41.0,34.0,11.0,11.0,1.0,2.0,6.0,3.0,53.0,32.0,23.0,10.0,10.0,2.0,5.0,119.0,677.0,99.0,793.0,2,5,0
2023-0439,Umag,Clay,32,A,20230724,289,,Federico Coria,R,180.0,ARG,31.3,7-5 6-1,3,R16,87.0,104527,6,,Stan Wawrinka,R,183.0,SUI,38.3,105948,,2.0,1.0,54.0,26.0,20.0,17.0,10.0,2.0,4.0,1.0,2.0,57.0,36.0,16.0,12.0,9.0,5.0,10.0,72.0,784.0,108.0,602.0,0,6,1
2021-8888,Atp Cup,Hard,12,A,20210202,296,,Roberto Bautista Agut,R,183.0,ESP,32.8,6-3 7-5,3,SF,85.0,126610,,,Matteo Berrettini,R,196.0,ITA,24.8,105138,,13.0,0.0,54.0,35.0,33.0,11.0,11.0,0.0,0.0,1.0,0.0,59.0,51.0,35.0,4.0,10.0,4.0,6.0,10.0,3120.0,13.0,2710.0,0,11,0
2021-540,Wimbledon,Grass,128,G,20210628,138,,Alexei Popyrin,R,196.0,AUS,21.8,6-4 6-4 6-4,5,R128,118.0,105453,,,Kei Nishikori,R,178.0,JPN,31.4,200615,,6.0,2.0,90.0,56.0,41.0,25.0,15.0,7.0,7.0,10.0,4.0,100.0,57.0,40.0,21.0,15.0,8.0,11.0,53.0,1183.0,67.0,1027.0,0,4,0
2023-0410,Monte Carlo Masters,Clay,64,M,20230410,252,,Marc Andrea Huesler,L,196.0,SUI,26.7,7-6(3) 4-6 6-4,3,R64,175.0,144719,,,Jaume Munar,R,183.0,ESP,25.9,144817,,4.0,4.0,118.0,75.0,44.0,18.0,16.0,13.0,21.0,4.0,0.0,110.0,65.0,36.0,21.0,16.0,8.0,16.0,83.0,685.0,60.0,799.0,0,4,1
2021-0311,Queen's Club,Grass,32,A,20210614,285,,Stefano Travaglia,R,185.0,ITA,29.4,7-6(5) 7-6(4),3,R32,114.0,126610,1,,Matteo Berrettini,R,196.0,ITA,25.1,105882,,14.0,0.0,74.0,54.0,44.0,11.0,12.0,4.0,6.0,3.0,2.0,93.0,53.0,38.0,19.0,12.0,5.0,7.0,9.0,4103.0,88.0,870.0,0,11,0
2024-0416,Rome Masters,Clay,128,M,20240506,231,,Fabian Marozsan,R,191.0,HUN,24.5,6-3 6-2,3,R128,71.0,207686,,,Alexander Shevchenko,R,,KAZ,23.4,206681,,2.0,0.0,45.0,28.0,20.0,12.0,8.0,0.0,0.0,0.0,2.0,58.0,35.0,19.0,10.0,9.0,2.0,6.0,60.0,848.0,36.0,1179.0,2,4,1
2021-0096,Tokyo Olympics,Hard,64,A,20210724,273,,Egor Gerasimov,R,196.0,BLR,28.6,6-4 7-6(4),3,R32,,104926,15,,Fabio Fognini,R,178.0,ITA,34.1,106078,,,,,,,,,,,,,,,,,,,,31.0,1801.0,79.0,926.0,1,4,0
2021-540,Wimbledon,Grass,128,G,20210628,226,,Matteo Berrettini,R,196.0,ITA,25.2,6-7(4) 6-4 6-4 6-3,5,F,204.0,104925,1,,Novak Djokovic,R,188.0,SRB,34.1,126610,7,5.0,4.0,122.0,75.0,59.0,25.0,20.0,5.0,7.0,16.0,3.0,154.0,91.0,69.0,24.0,22.0,9.0,15.0,1.0,12113.0,9.0,4468.0,2,26,0
2022-9158,Cordoba,Clay,32,A,20220131,298,WC,Juan Ignacio Londero,R,180.0,ARG,28.4,7-6(4) 6-4,3,SF,107.0,105077,6,,Albert Ramos,L,188.0,ESP,34.0,106228,,5.0,1.0,67.0,47.0,37.0,10.0,11.0,1.0,2.0,1.0,3.0,75.0,48.0,34.0,15.0,11.0,4.0,6.0,44.0,1259.0,139.0,512.0,0,5,0
2024-0322,Geneva,Clay,32,A,20240520,286,Q,Sebastian Ofner,R,191.0,AUT,28.0,4-6 6-2 6-2,3,R16,107.0,134770,2,,Casper Ruud,R,183.0,NOR,25.4,124116,,4.0,1.0,70.0,42.0,29.0,19.0,13.0,0.0,2.0,1.0,0.0,81.0,39.0,28.0,19.0,13.0,7.0,12.0,7.0,4185.0,45.0,1010.0,5,18,1
2021-0496,Marseille,Hard,32,A,20210308,300,,Pierre Hugues Herbert,R,188.0,FRA,29.9,6-4 6-7(4) 6-4,3,F,131.0,106421,1,,Daniil Medvedev,R,198.0,RUS,25.0,105732,,13.0,2.0,98.0,65.0,54.0,15.0,16.0,4.0,5.0,10.0,3.0,98.0,64.0,46.0,18.0,16.0,3.0,6.0,3.0,9735.0,93.0,822.0,2,16,0
2023-6242,Winston-Salem,Hard,64,A,20230821,284,,Marcos Giron,R,180.0,USA,30.0,6-3 6-4,3,R32,93.0,111581,,WC,Michael Mmoh,R,188.0,USA,25.6,106218,13,2.0,3.0,61.0,42.0,27.0,7.0,10.0,5.0,8.0,3.0,1.0,57.0,29.0,18.0,10.0,9.0,2.0,7.0,94.0,624.0,63.0,850.0,2,4,1
2022-M-DC-2022-FLS-2-B-M-ESP-KOR-01,Davis Cup Finals RR: ESP vs KOR,Hard,2,D,20220918,2,,Soon Woo Kwon,R,180.0,KOR,24.7,6-4 7-6(1),3,RR,,207989,,,Carlos Alcaraz,R,185.0,ESP,19.3,126952,,,,,,,,,,,,,,,,,,,,1.0,6740.0,74.0,681.0,3,15,1
2023-0404,Indian Wells Masters,Hard,128,M,20230306,224,,Gregoire Barrere,R,183.0,FRA,29.0,6-4 6-2,3,R128,83.0,106058,,WC,Jack Sock,R,185.0,USA,30.4,106296,,2.0,2.0,61.0,38.0,29.0,14.0,9.0,2.0,2.0,4.0,3.0,64.0,33.0,19.0,16.0,9.0,3.0,6.0,154.0,385.0,65.0,799.0,0,2,1
2023-5014,Shanghai Masters,Hard,128,M,20231002,192,,Richard Gasquet,R,185.0,FRA,37.2,6-1 6-2,3,R128,54.0,111190,,,Zhizhen Zhang,R,193.0,CHN,26.9,104755,,11.0,1.0,33.0,23.0,22.0,6.0,7.0,0.0,0.0,0.0,3.0,55.0,38.0,17.0,7.0,8.0,6.0,11.0,60.0,872.0,63.0,860.0,0,5,1
2022-M-DC-2022-WG2-M-BAR-IRL-01,Davis Cup WG2 R1: BAR vs IRL,Hard,4,D,20220916,2,,Osgar Ohoisin,R,193.0,IRL,26.0,7-6(7) 6-3,3,RR,,105985,,,Darian King,R,188.0,BAR,30.3,200279,,,,,,,,,,,,,,,,,,,,868.0,15.0,811.0,20.0,0,4,1
2022-8994,Mallorca,Grass,32,A,20220620,300,Q,Antoine Bellier,L,196.0,SUI,25.6,7-6(5) 6-2,3,SF,78.0,105138,5,,Roberto Bautista Agut,R,183.0,ESP,34.1,134472,,4.0,0.0,54.0,38.0,30.0,11.0,10.0,0.0,1.0,6.0,4.0,64.0,44.0,29.0,7.0,10.0,4.0,7.0,20.0,1903.0,303.0,159.0,1,8,0
2023-0495,Dubai,Hard,32,A,20230227,278,,Daniel Evans,R,175.0,GBR,32.7,2-2 RET,3,R32,22.0,106432,8,,Borna Coric,R,188.0,CRO,26.2,105554,,3.0,0.0,14.0,8.0,6.0,4.0,2.0,0.0,0.0,2.0,0.0,12.0,7.0,7.0,2.0,2.0,0.0,0.0,20.0,1815.0,28.0,1380.0,0,7,1
2021-0418,Washington,Hard,64,A,20210802,251,Q,Emilio Gomez,R,185.0,ECU,29.6,4-6 6-3 6-3,3,R64,131.0,105577,,,Vasek Pospisil,R,193.0,CAN,31.1,105877,,10.0,7.0,85.0,49.0,36.0,16.0,14.0,1.0,4.0,0.0,3.0,90.0,56.0,33.0,17.0,14.0,8.0,13.0,61.0,1105.0,165.0,457.0,2,5,0
2023-9900,United Cup,Hard,18,A,20230102,211,,Federico Coria,R,180.0,ARG,30.8,6-1 6-0,3,RR,62.0,105173,,,Adrian Mannarino,L,183.0,FRA,34.5,105948,,6.0,0.0,44.0,30.0,23.0,7.0,7.0,2.0,3.0,2.0,2.0,56.0,37.0,16.0,5.0,6.0,4.0,10.0,46.0,946.0,75.0,695.0,1,7,1
2023-0404,Indian Wells Masters,Hard,128,M,20230306,195,,Jaume Munar,R,183.0,ESP,25.8,6-7(6) 6-0 7-6(3),3,R128,159.0,200059,,WC,Yibing Wu,R,183.0,CHN,23.3,144719,,4.0,4.0,93.0,44.0,34.0,29.0,15.0,0.0,2.0,2.0,7.0,113.0,69.0,51.0,13.0,15.0,7.0,12.0,67.0,793.0,58.0,847.0,0,5,1
2021-0568,St. Petersburg,Hard,32,A,20211025,272,,James Duckworth,R,183.0,AUS,29.7,7-6(3) 6-3,3,R32,105.0,105526,,,Jan Lennard Struff,R,193.0,GER,31.5,105902,,10.0,2.0,68.0,36.0,29.0,17.0,11.0,0.0,1.0,8.0,2.0,87.0,53.0,39.0,11.0,10.0,9.0,11.0,53.0,1134.0,51.0,1144.0,1,6,0
2023-0375,Montpellier,Hard,32,A,20230206,290,,Emil Ruusuvuori,R,188.0,FIN,23.8,6-4 6-4,3,R16,77.0,202195,,,Maxime Cressy,R,198.0,USA,25.7,200325,7,15.0,7.0,60.0,41.0,36.0,7.0,10.0,1.0,1.0,4.0,0.0,50.0,32.0,28.0,9.0,10.0,1.0,3.0,51.0,857.0,53.0,846.0,0,5,1
2023-0440,s Hertogenbosch,Grass,32,A,20230612,291,,Borna Coric,R,188.0,CRO,26.5,6-4 6-4,3,R16,86.0,111456,,,Mackenzie Mcdonald,R,178.0,USA,28.1,106432,3,4.0,0.0,55.0,33.0,27.0,14.0,10.0,1.0,1.0,5.0,7.0,63.0,36.0,27.0,10.0,10.0,4.0,6.0,68.0,765.0,15.0,2430.0,0,5,1
2022-0322,Geneva,Clay,32,A,20220516,294,,Thanasi Kokkinakis,R,196.0,AUS,26.0,6-4 7-6(3),3,QF,103.0,134770,2,,Casper Ruud,R,183.0,NOR,23.3,106423,,1.0,3.0,67.0,42.0,38.0,13.0,11.0,2.0,2.0,6.0,0.0,62.0,44.0,33.0,11.0,11.0,1.0,2.0,8.0,3940.0,85.0,723.0,5,18,0
2021-580,Australian Open,Hard,128,G,20210208,224,Q,Aslan Karatsev,R,185.0,RUS,27.4,6-3 6-4 6-2,5,SF,113.0,104925,1,,Novak Djokovic,R,188.0,SRB,33.7,106234,,17.0,2.0,81.0,55.0,39.0,16.0,14.0,3.0,5.0,6.0,2.0,66.0,34.0,22.0,11.0,13.0,1.0,7.0,1.0,12030.0,114.0,642.0,2,26,0
2022-M-DC-2022-WG1-PO-IND-DEN-01,Davis Cup WG1 PO: IND vs DEN,Grass,4,D,20220304,4,,Johannes Ingildsen,R,,DEN,24.6,5-7 7-5 [10-7],3,RR,80.0,106368,,,Ramkumar Ramanathan,R,188.0,IND,27.3,134087,,6.0,4.0,81.0,55.0,43.0,12.0,12.0,0.0,1.0,4.0,9.0,76.0,44.0,35.0,16.0,12.0,1.0,2.0,170.0,351.0,785.0,24.0,1,2,1
2024-580,Australian Open,Hard,128,G,20240115,134,,Jiri Vesely,L,198.0,CZE,30.5,4-6 7-5 6-2 6-3,5,R128,163.0,209950,,,Arthur Fils,R,185.0,FRA,19.5,106210,,18.0,4.0,99.0,65.0,55.0,23.0,20.0,1.0,2.0,3.0,8.0,129.0,88.0,59.0,19.0,19.0,8.0,12.0,34.0,1233.0,293.0,188.0,0,6,1
2022-1536,Madrid Masters,Clay,64,M,20220502,288,,Grigor Dimitrov,R,188.0,BUL,30.9,6-3 6-4,3,R16,78.0,126774,4,,Stefanos Tsitsipas,R,193.0,GRE,23.7,105777,,10.0,0.0,49.0,34.0,29.0,12.0,10.0,0.0,0.0,4.0,0.0,54.0,27.0,19.0,14.0,9.0,3.0,5.0,5.0,5690.0,20.0,1750.0,4,12,0
2023-580,Australian Open,Hard,128,G,20230116,215,,Felix Auger Aliassime,R,193.0,CAN,22.4,4-6 6-3 7-6(2) 7-6(3),5,R16,193.0,208103,,,Jiri Lehecka,R,185.0,CZE,21.1,200000,6,9.0,3.0,125.0,86.0,71.0,25.0,22.0,2.0,3.0,20.0,7.0,130.0,84.0,69.0,22.0,21.0,3.0,4.0,71.0,717.0,7.0,3895.0,5,6,1
2021-0404,Indian Wells Masters,Hard,128,M,20211004,242,Q,Emilio Gomez,R,185.0,ECU,29.8,6-1 6-4,3,R64,70.0,105807,12,,Pablo Carreno Busta,R,188.0,ESP,30.2,105877,,3.0,1.0,46.0,32.0,29.0,8.0,9.0,2.0,2.0,2.0,2.0,55.0,35.0,19.0,10.0,8.0,6.0,9.0,16.0,2550.0,174.0,417.0,0,7,0
2021-0096,Tokyo Olympics,Hard,64,A,20210724,245,,Norbert Gombos,R,193.0,SVK,30.9,7-6(4) 3-6 6-2,3,R64,,106218,,,Marcos Giron,R,180.0,USA,27.9,105613,,,,,,,,,,,,,,,,,,,,64.0,1047.0,98.0,812.0,0,4,0
2022-0403,Miami Masters,Hard,128,M,20220321,273,,Alexander Bublik,R,196.0,KAZ,24.7,6-3 6-2,3,R32,58.0,134770,6,,Casper Ruud,R,183.0,NOR,23.2,122330,30,3.0,0.0,46.0,33.0,28.0,8.0,9.0,0.0,0.0,5.0,2.0,50.0,31.0,21.0,7.0,8.0,4.0,7.0,8.0,3870.0,33.0,1416.0,5,18,0
2022-0403,Miami Masters,Hard,128,M,20220321,235,,Jan Lennard Struff,R,193.0,GER,31.9,6-3 2-0 RET,3,R128,55.0,124079,,,Pedro Martinez,R,185.0,ESP,24.9,105526,,3.0,0.0,36.0,28.0,21.0,5.0,6.0,2.0,2.0,3.0,4.0,30.0,14.0,10.0,6.0,5.0,0.0,2.0,47.0,1077.0,56.0,974.0,0,5,0
2024-7290,Estoril,Clay,32,A,20240401,296,LL,Richard Gasquet,R,185.0,FRA,37.7,6-4 6-4,3,QF,105.0,124079,,,Pedro Martinez,R,185.0,ESP,26.9,104755,,0.0,4.0,57.0,39.0,28.0,9.0,10.0,1.0,3.0,2.0,3.0,72.0,41.0,25.0,13.0,10.0,5.0,9.0,77.0,741.0,122.0,508.0,0,5,1
2023-6116,Atlanta,Hard,32,A,20230724,296,,Dominik Koepfer,L,180.0,GER,29.2,6-2 6-3,3,QF,72.0,200670,8,,J J Wolf,R,183.0,USA,24.5,136440,,9.0,0.0,46.0,31.0,24.0,9.0,9.0,0.0,1.0,6.0,2.0,45.0,29.0,19.0,4.0,8.0,2.0,6.0,46.0,953.0,88.0,675.0,0,4,1
2023-0352,Paris Masters,Hard,64,M,20231030,272,,Ugo Humbert,L,188.0,FRA,25.3,6-4 6-7(3) 7-6(5),3,R32,209.0,100644,10,,Alexander Zverev,R,198.0,GER,26.5,200005,,11.0,2.0,132.0,100.0,70.0,17.0,17.0,11.0,13.0,14.0,1.0,121.0,79.0,61.0,19.0,17.0,10.0,13.0,9.0,3540.0,26.0,1515.0,8,17,1
2020-0352,Paris Masters,Hard,64,M,20201102,276,WC,Benjamin Bonzi,R,185.0,FRA,24.3,6-4 6-4,3,R32,78.0,200221,,Q,Alejandro Davidovich Fokina,R,183.0,ESP,21.4,126127,,0.0,2.0,51.0,33.0,24.0,10.0,10.0,2.0,4.0,7.0,1.0,65.0,34.0,23.0,13.0,10.0,2.0,6.0,63.0,963.0,180.0,346.0,0,5,0
2024-0416,Rome Masters,Clay,128,M,20240506,295,,Stefanos Tsitsipas,R,193.0,GRE,25.7,3-6 7-5 6-4,3,QF,158.0,111797,21,,Nicolas Jarry,R,198.0,CHI,28.5,126774,6,8.0,2.0,103.0,68.0,47.0,21.0,15.0,11.0,13.0,5.0,7.0,103.0,71.0,51.0,15.0,16.0,6.0,9.0,24.0,1675.0,8.0,3860.0,1,8,1
2022-0418,Washington,Hard,64,A,20220801,255,,Soon Woo Kwon,R,180.0,KOR,24.6,3-6 6-3 6-4,3,R64,141.0,136440,,Q,Dominik Koepfer,L,180.0,GER,28.2,126952,,4.0,1.0,91.0,54.0,34.0,24.0,14.0,6.0,9.0,1.0,5.0,94.0,58.0,34.0,20.0,14.0,5.0,9.0,145.0,392.0,77.0,648.0,3,3,1
2023-2843,Adelaide 1,Hard,32,A,20230102,288,,Roberto Bautista Agut,R,183.0,ESP,34.7,6-4 6-4,3,R16,73.0,200624,,,Sebastian Korda,R,196.0,USA,22.4,105138,,12.0,0.0,57.0,41.0,33.0,10.0,10.0,2.0,2.0,5.0,3.0,47.0,26.0,20.0,12.0,10.0,0.0,2.0,33.0,1175.0,21.0,1940.0,2,8,1
2024-580,Australian Open,Hard,128,G,20240115,121,,Shintaro Mochizuki,R,,JPN,20.6,7-5 6-1 7-5,5,R128,150.0,207830,,,Tomas Machac,R,183.0,CZE,23.2,208278,LL,4.0,0.0,103.0,72.0,56.0,13.0,16.0,6.0,7.0,4.0,4.0,104.0,56.0,40.0,19.0,15.0,7.0,12.0,75.0,748.0,136.0,457.0,4,5,1
2021-M-DC-2021-WG2-M-SLO-PAR-01,Davis Cup WG2 R1: SLO vs PAR,Clay,4,D,20210917,1,,Adolfo Daniel Vallejo,R,,PAR,17.3,6-2 6-2,3,RR,59.0,105587,,,Tom Kocevar Desman,R,180.0,SLO,31.1,209226,,2.0,1.0,45.0,28.0,22.0,11.0,8.0,1.0,2.0,0.0,7.0,50.0,28.0,14.0,8.0,8.0,2.0,7.0,688.0,35.0,,,1,1,0
2022-0319,Kitzbuhel,Clay,32,A,20220725,289,,Pablo Andujar,R,180.0,ESP,36.5,6-4 6-0,3,R16,97.0,209209,,WC,Filip Misolic,R,,AUT,20.9,104665,,3.0,2.0,71.0,41.0,28.0,13.0,8.0,9.0,11.0,0.0,14.0,62.0,40.0,23.0,4.0,8.0,8.0,14.0,205.0,257.0,98.0,546.0,0,4,1
2024-0496,Marseille,Hard,32,A,20240205,288,,Roberto Bautista Agut,R,183.0,ESP,35.8,6-2 6-2,3,R16,76.0,111575,3,,Karen Khachanov,R,198.0,RUS,27.7,105138,,14.0,0.0,48.0,31.0,25.0,9.0,8.0,1.0,1.0,5.0,2.0,46.0,31.0,21.0,4.0,8.0,0.0,4.0,18.0,1910.0,102.0,606.0,2,6,1
2022-6116,Atlanta,Hard,32,A,20220725,278,Q,Peter Gojowczyk,R,185.0,GER,33.0,6-3 7-6(7),3,R32,92.0,105173,,LL,Adrian Mannarino,L,183.0,FRA,34.0,105376,,8.0,1.0,61.0,41.0,34.0,16.0,11.0,0.0,0.0,6.0,5.0,78.0,47.0,36.0,15.0,10.0,6.0,7.0,78.0,655.0,88.0,607.0,1,7,1
2021-0337,Vienna,Hard,32,A,20211025,289,WC,Andy Murray,R,190.0,GBR,34.4,6-3 6-4,3,R16,126.0,207989,,,Carlos Alcaraz,R,185.0,ESP,18.4,104918,,3.0,1.0,66.0,41.0,24.0,15.0,9.0,8.0,10.0,5.0,2.0,75.0,38.0,22.0,17.0,10.0,10.0,15.0,42.0,1355.0,156.0,431.0,3,15,0
2023-0308,Munich,Clay,32,A,20230417,290,,Oscar Otte,R,196.0,GER,29.7,6-0 3-6 6-3,3,R16,106.0,207925,,Q,Flavio Cobolli,R,,ITA,20.9,106214,,2.0,1.0,83.0,40.0,28.0,25.0,12.0,8.0,10.0,2.0,4.0,75.0,45.0,28.0,13.0,12.0,5.0,10.0,208.0,277.0,94.0,631.0,3,3,1
2021-9158,Cordoba,Clay,32,A,20210222,286,WC,Nicolas Jarry,R,198.0,CHI,25.3,6-2 6-4,3,R16,77.0,105332,2,,Benoit Paire,R,196.0,FRA,31.7,111797,,7.0,4.0,61.0,31.0,26.0,16.0,9.0,8.0,8.0,4.0,7.0,66.0,46.0,30.0,6.0,9.0,4.0,7.0,29.0,1738.0,1165.0,7.0,0,5,0
2022-0404,Indian Wells Masters,Hard,128,M,20220307,254,Q,Christopher Eubanks,R,201.0,USA,25.8,7-6(5) 6-2,3,R64,82.0,134770,8,,Casper Ruud,R,183.0,NOR,23.2,111153,,5.0,1.0,57.0,36.0,31.0,14.0,10.0,0.0,0.0,4.0,1.0,64.0,42.0,32.0,11.0,10.0,4.0,6.0,8.0,3915.0,157.0,380.0,5,18,0
2023-0414,Hamburg,Clay,32,A,20230724,271,,Richard Gasquet,R,185.0,FRA,37.0,7-5 6-4,3,R32,114.0,127157,,,Daniel Altmaier,R,191.0,GER,24.8,104755,,6.0,2.0,60.0,31.0,22.0,14.0,11.0,2.0,6.0,2.0,2.0,84.0,44.0,25.0,15.0,11.0,10.0,16.0,61.0,833.0,48.0,915.0,0,3,1
2021-520,Roland Garros,Clay,128,G,20210531,197,,Marco Cecchinato,R,185.0,ITA,28.6,3-6 6-4 6-3 3-6 6-3,5,R32,187.0,207518,,,Lorenzo Musetti,R,185.0,ITA,19.2,106065,,2.0,3.0,143.0,101.0,66.0,25.0,23.0,7.0,11.0,1.0,4.0,133.0,105.0,70.0,15.0,23.0,8.0,13.0,76.0,950.0,83.0,903.0,0,6,0
2020-9406,Cologne 2,Hard,32,A,20201019,292,,Miomir Kecmanovic,R,183.0,SRB,21.1,6-3 6-3,3,R16,77.0,105173,8,,Adrian Mannarino,L,183.0,FRA,32.3,200175,,5.0,1.0,50.0,31.0,28.0,9.0,9.0,4.0,5.0,2.0,1.0,70.0,44.0,27.0,11.0,9.0,9.0,13.0,41.0,1271.0,39.0,1283.0,1,7,0
2023-1536,Madrid Masters,Clay,128,M,20230424,175,,Andy Murray,R,190.0,GBR,35.9,6-2 7-6(7),3,R128,91.0,131934,,Q,Andrea Vavassori,R,193.0,ITA,27.9,104918,,1.0,3.0,58.0,41.0,32.0,10.0,10.0,0.0,1.0,1.0,0.0,61.0,44.0,27.0,8.0,10.0,1.0,4.0,164.0,369.0,52.0,870.0,0,2,1
